std_fwk_flag,std_fwk_name,std_fwk_code,st_code,apps_level_6p,apps_level,apps_level_detailed,ssa_t1_code,ssa_t1_desc,ssa_t2_code,ssa_t2_desc,stem,route,apps_degree
Standard,Cyber Intrusion Analyst,79,ST0114,0,Higher Apprenticeship,4,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Nail Services Technician,389,ST0635,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,Hair and Beauty,No
Standard,Licensed Conveyancer,40,ST0101,1,Higher Apprenticeship,6,15,"Business, Administration and Law",15.5,Law and Legal Services,STEM - no,"Legal, Finance and Accounting",No
Standard,Marina and Boatyard Operative,394,ST0592,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Standard,Motor Finance Specialist,210,ST0474,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,"Legal, Finance and Accounting",No
Standard,Youth Support Worker,610,ST0906,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.5,Child Development and Well Being,STEM - no,Care Services,No
Framework,Print and Printed Packaging,227,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Standard,Survival Equipment Fitter,116,ST0015,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Senior Culinary Chef,546,ST0864,0,Higher Apprenticeship,4,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,Catering and Hospitality,No
Standard,Bid and Proposal Co-Ordinator,400,ST0056,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.3,Business Management,STEM - no,"Sales, Marketing and Procurement",No
Standard,Architectural Assistant (Integrated Degree),299,ST0534,1,Higher Apprenticeship,6,05,"Construction, Planning and the Built Environment",05.1,Architecture,STEM - yes,Construction,Yes
Standard,Hygiene Specialist,584,ST0873,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Health and Science,No
Framework,IT User,322,NA,0,Advanced Apprenticeship,3,06,Information and Communication Technology,06.2,ICT for Users,STEM - yes,No Route,No
Standard,Community Safety Advisor,427,ST0593,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Standard,Highway Electrical Maintenance and Installation Operative,125,ST0051,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Vehicle Body and Paint Operations,330,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Standard,Cyber Security Technician,559,ST0865,0,Advanced Apprenticeship,3,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Systems Thinking Practitioner,556,ST0787,1,Higher Apprenticeship,7,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Standard,Building Services Engineering Site Management (Degree),276,ST0040,1,Higher Apprenticeship,6,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,Yes
Standard,Electrical Power Protection and Plant Commissioning Engineer,127,ST0157,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,"Metal Casting, Foundry and Patternmaking Technician",365,ST0566,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Engineer Surveyor,595,ST0847,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Junior Advertising Creative,574,ST0925,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Standard,BEMS (Building Energy Management Systems) Controls Engineer,544,ST0629,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Standard,Metal Recycling Technical Manager (MRTM),577,ST0823,0,Higher Apprenticeship,5,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Engineering and Manufacturing,No
Standard,Cyber Security Technologist (2021),619,ST1021,0,Higher Apprenticeship,4,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Sewing Machinist,334,ST0549,0,Intermediate Apprenticeship,2,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Engineering and Manufacturing,No
Standard,Non-Destructive Testing Engineer (Degree),207,ST0369,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,Yes
Standard,Junior Energy Manager,68,ST0161,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,Construction,No
Standard,Landscape or Horticulture Supervisor,392,ST0226,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.2,Horticulture and Forestry,STEM - no,"Agriculture, Environmental and Animal Care",No
Framework,Logistics Operations Management,372,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Textile Care Operative,296,ST0604,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,Engineering and Manufacturing,No
Standard,"Vehicle Damage Mechanical, Electrical and Trim (MET) Technician",435,ST0405,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Framework,Driving Goods Vehicles,295,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,"Stairlift, Platform Lift, Service Lift Electromechanic",549,ST0251,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Ordnance Munitions and Explosives (OME) Professional (Integrated Degree),328,ST0574,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Standard,Relationship Manager (Banking),7,ST0184,1,Higher Apprenticeship,6,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Framework,Operations and Quality Improvement,562,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Standard,Industrial Thermal Insulation Technician,233,ST0521,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Non Home Office Police Officer,626,ST0764,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Standard,Senior Metrology Technician,317,ST0283,0,Higher Apprenticeship,5,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Health and Science,No
Standard,Rehabilitation Worker (Visual Impairment),243,ST0431,0,Higher Apprenticeship,5,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Health and Science,No
Standard,Abattoir Worker,274,ST0418,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,Engineering and Manufacturing,No
Standard,Bespoke Saddler,183,ST0328,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Creative and Design,No
Standard,Specialist Tyre Operative,360,ST0498,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Standard,Plasterer,288,ST0096,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,No Route,No
Framework,Learning and Development (Direct Training and Support),301,NA,0,Advanced Apprenticeship,3,13,Education and Training,13.1,Teaching and Lecturing,STEM - no,No Route,No
Standard,Broadcast and Media Systems Technical Operator,460,ST0424,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Standard,Railway Engineering Design Technician,24,ST0315,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Agriculture,101,NA,0,Higher Apprenticeship,4,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,No Route,No
Standard,Rail and Rail Systems Engineer,345,ST0495,0,Higher Apprenticeship,5,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,IT User,322,NA,0,Intermediate Apprenticeship,2,06,Information and Communication Technology,06.2,ICT for Users,STEM - yes,No Route,No
Standard,Space Engineering Technician,594,ST0855,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Framework,Social Media and Digital Marketing,579,NA,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,No Route,No
Standard,Engineering Construction Pipefitter,202,ST0162,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Framework,Cleaning and Support Service Industry,209,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Packhouse Line Leader,452,ST0016,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,"Agriculture, Environmental and Animal Care",No
Framework,Warehousing and Storage,363,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Food and Drink Advanced Engineer (Integrated Degree),245,ST0529,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Framework,Project Management,573,NA,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,No Route,No
Standard,Composites Technician,160,ST0094,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Watchmaker,235,ST0395,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,Creative and Design,No
Standard,Clinical Trials Specialist (Degree),307,ST0609,1,Higher Apprenticeship,6,01,"Health, Public Services and Care",01.1,Medicine and Dentistry,STEM - no,Health and Science,Yes
Standard,Actuarial Technician,17,ST0004,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Standard,Fencing Installer,356,ST0366,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Geospatial Mapping and Science Specialist (Degree),254,ST0492,1,Higher Apprenticeship,6,05,"Construction, Planning and the Built Environment",05.3,"Urban, Rural and Regional Planning",STEM - yes,Construction,Yes
Standard,Construction Equipment Maintenance Mechanic,588,ST0805,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Rail Services,300,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Framework,Agriculture,101,NA,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,No Route,No
Standard,Funeral Director,411,ST0584,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,"Sales, Marketing and Procurement",No
Standard,Propulsion Technician,342,ST0588,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,"Heating, Ventilation, Air Conditioning and Refrigeration",212,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,No Route,No
Standard,Automation and Controls Engineering Technician,474,ST0662,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Barbering,305,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Framework,Construction Management,612,NA,0,Higher Apprenticeship,5,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,No Route,No
Standard,Process Automation Engineer (Degree),201,ST0407,1,Higher Apprenticeship,7,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Standard,Midwife (Degree),387,ST0794,1,Higher Apprenticeship,6,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Health and Science,Yes
Standard,Footwear Manufacturer,289,ST0202,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Framework,Supporting Teaching and Learning in Physical Education and School Sport,613,NA,0,Advanced Apprenticeship,3,08,"Leisure, Travel and Tourism",08.1,"Sport, Leisure and Recreation",STEM - no,No Route,No
Standard,Live Event Technician,383,ST0255,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,Creative and Design,No
Standard,Materials Science Technologist (Degree),477,ST0675,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Standard,Advanced Forensic Practitioner (Custody or Sexual Offence),489,ST0788,1,Higher Apprenticeship,7,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,Health and Science,No
Standard,Trade Union Official,569,ST0815,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Standard,Aviation Operations Manager,123,ST0039,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Framework,Intelligence Operations,637,NA,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,No Route,No
Standard,Powered Pedestrian Door Installer and Service Engineer,353,ST0373,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Standard,Information Manager,540,ST0762,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.2,Administration,STEM - no,Business and Administration,No
Standard,Keeper and Aquarist,492,ST0789,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,"Agriculture, Environmental and Animal Care",No
Framework,Traffic Office,324,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Framework,Hospitality Management,580,NA,0,Higher Apprenticeship,4,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,No Route,No
Framework,Animal Care,262,NA,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Framework,Animal Care,262,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Framework,Facilities Management,377,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Framework,Sporting Excellence,312,NA,0,Advanced Apprenticeship,3,08,"Leisure, Travel and Tourism",08.1,"Sport, Leisure and Recreation",STEM - no,No Route,No
Framework,Equine Industry,247,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Framework,Dental Nursing,315,NA,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,No Route,No
Framework,Funeral Operations and Services,578,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Framework,Youth Work,340,NA,0,Intermediate Apprenticeship,2,13,Education and Training,13.1,Teaching and Lecturing,STEM - no,No Route,No
Standard,Multi-Positional Welder (Arc Processes),95,ST0350,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Framework,Agriculture,101,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,No Route,No
Framework,Accountancy,201,NA,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,No Route,No
Framework,Design,321,NA,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,No Route,No
Framework,Nail Services,122,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Creative Industries Production Manager,528,ST0525,1,Higher Apprenticeship,7,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Framework,Gas Industry,265,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,No Route,No
Standard,Maritime Caterer,279,ST0275,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,Catering and Hospitality,No
Standard,Demolition Operative,343,ST0615,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Equine Industry,247,NA,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Framework,Sales and Telesales,304,NA,0,Intermediate Apprenticeship,2,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,No Route,No
Standard,Nuclear Welding Inspection Technician,35,ST0292,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Curtain Wall Installer,539,ST0802,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Fashion and Textiles,376,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Standard,Building Services Engineering Ductwork Installer,192,ST0060,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Nursing Assistants in a Veterinary Environment,569,NA,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Standard,Stonemason,637,ST0442,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Material Cutter,592,ST0899,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Advanced Furniture CNC Technician,509,ST0655,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Framework,Traffic Office,324,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Framework,Signmaking,280,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Framework,Providing Security Services,373,NA,0,Intermediate Apprenticeship,2,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,No Route,No
Framework,Marketing and Communications,366,NA,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,No Route,No
Framework,Driving Goods Vehicles,295,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Commercial Catering Equipment Technician,479,ST0791,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Hospitality and Catering,220,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,No Route,No
Framework,Vehicle Parts Operations,331,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Framework,Contact Centres,293,NA,0,Intermediate Apprenticeship,2,15,"Business, Administration and Law",15.2,Administration,STEM - no,No Route,No
Framework,Glass Industry Occupations,216,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Framework,Vehicle Parts Operations,331,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Framework,Sales and Telesales,304,NA,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,No Route,No
Framework,"Heating, Ventilation, Air Conditioning and Refrigeration",212,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,No Route,No
Framework,Design,321,NA,0,Intermediate Apprenticeship,2,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,No Route,No
Framework,"Jewellery, Silversmithing and Allied Trades",548,NA,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,No Route,No
Standard,Dental Technician (Integrated),18,ST0108,0,Higher Apprenticeship,5,01,"Health, Public Services and Care",01.1,Medicine and Dentistry,STEM - no,Health and Science,No
