inspection_id,inspection_category,score,score_description
ITS452486,Overall effectiveness,2,Good
ITS452486,Leadership and management,2,Good
10109503,Is safeguarding effective,1,Yes
10109503,Overall effectiveness,2,Good
10109503,Quality of education,2,Good
10109503,Behaviour and attitudes,2,Good
10109503,Personal development,2,Good
10109503,Leadership and management,2,Good
10109503,Apprenticeships,2,Good
10022515,Is safeguarding effective,1,Yes
10022515,Overall effectiveness,2,Good
10022515,Leadership and management,2,Good
10022515,Apprenticeships,3,Requires improvement
10030686,Is safeguarding effective,1,Yes
10030686,Overall effectiveness,2,Good
10030686,Leadership and management,2,Good
10030686,Apprenticeships,2,Good
10123111,Is safeguarding effective,1,Yes
10123111,Overall effectiveness,3,Requires improvement
10123111,Quality of education,2,Good
10123111,Behaviour and attitudes,2,Good
10123111,Personal development,3,Requires improvement
10123111,Leadership and management,3,Requires improvement
10123111,Apprenticeships,3,Requires improvement
ITS295010,Overall effectiveness,1,Outstanding
ITS295010,Leadership and management,1,Outstanding
10022599,Is safeguarding effective,1,Yes
10022599,Overall effectiveness,2,Good
10022599,Leadership and management,2,Good
10109502,Is safeguarding effective,1,Yes
10109502,Overall effectiveness,2,Good
10109502,Quality of education,2,Good
10109502,Behaviour and attitudes,2,Good
10109502,Personal development,2,Good
10109502,Leadership and management,2,Good
10109502,Apprenticeships,3,Requires improvement
10109493,Is safeguarding effective,1,Yes
10109493,Overall effectiveness,2,Good
10109493,Quality of education,2,Good
10109493,Behaviour and attitudes,2,Good
10109493,Personal development,2,Good
10109493,Leadership and management,2,Good
10109493,Apprenticeships,2,Good
10039831,Is safeguarding effective,1,Yes
10039831,Overall effectiveness,2,Good
10039831,Leadership and management,2,Good
10039831,Apprenticeships,2,Good
10123027,Is safeguarding effective,1,Yes
10123027,Overall effectiveness,1,Outstanding
10123027,Quality of education,1,Outstanding
10123027,Behaviour and attitudes,1,Outstanding
10123027,Personal development,1,Outstanding
10123027,Leadership and management,1,Outstanding
10123027,Apprenticeships,1,Outstanding
ITS343830,Overall effectiveness,2,Good
ITS343830,Leadership and management,2,Good
10054762,Is safeguarding effective,1,Yes
10054762,Overall effectiveness,3,Requires improvement
10054762,Leadership and management,3,Requires improvement
10054762,Apprenticeships,3,Requires improvement
10004724,Is safeguarding effective,1,Yes
10004724,Overall effectiveness,1,Outstanding
10004724,Leadership and management,1,Outstanding
10004724,Apprenticeships,2,Good
10030788,Is safeguarding effective,1,Yes
10030788,Overall effectiveness,2,Good
10030788,Leadership and management,2,Good
10030788,Apprenticeships,3,Requires improvement
10037402,Is safeguarding effective,1,Yes
10037402,Overall effectiveness,2,Good
10037402,Leadership and management,2,Good
10037402,Apprenticeships,2,Good
10078087,Is safeguarding effective,1,Yes
10078087,Overall effectiveness,2,Good
10078087,Leadership and management,2,Good
10078087,Apprenticeships,3,Requires improvement
10109469,Is safeguarding effective,1,Yes
10109469,Overall effectiveness,3,Requires improvement
10109469,Quality of education,3,Requires improvement
10109469,Behaviour and attitudes,2,Good
10109469,Personal development,3,Requires improvement
10109469,Leadership and management,3,Requires improvement
10109469,Apprenticeships,2,Good
ITS429162,Overall effectiveness,1,Outstanding
ITS429162,Leadership and management,1,Outstanding
ITS429162,Apprenticeships,1,Outstanding
ITS385350,Overall effectiveness,2,Good
ITS385350,Leadership and management,2,Good
10037375,Is safeguarding effective,1,Yes
10037375,Overall effectiveness,2,Good
10037375,Leadership and management,2,Good
10037375,Apprenticeships,2,Good
ITS398997,Overall effectiveness,2,Good
ITS398997,Leadership and management,2,Good
ITS398997,Apprenticeships,1,Outstanding
ITS410605,Overall effectiveness,2,Good
ITS410605,Leadership and management,2,Good
ITS410605,Apprenticeships,2,Good
10078089,Is safeguarding effective,1,Yes
10078089,Overall effectiveness,3,Requires improvement
10078089,Leadership and management,3,Requires improvement
10078089,Apprenticeships,2,Good
10004729,Is safeguarding effective,1,Yes
10004729,Overall effectiveness,2,Good
10004729,Leadership and management,2,Good
10004729,Apprenticeships,2,Good
ITS430267,Overall effectiveness,2,Good
ITS430267,Leadership and management,3,Requires improvement
ITS430267,Apprenticeships,2,Good
10011428,Is safeguarding effective,1,Yes
10011428,Overall effectiveness,2,Good
10011428,Leadership and management,2,Good
10011428,Apprenticeships,2,Good
10054613,Is safeguarding effective,1,Yes
10054613,Overall effectiveness,3,Requires improvement
10054613,Leadership and management,3,Requires improvement
10054613,Apprenticeships,3,Requires improvement
10011431,Is safeguarding effective,1,Yes
10011431,Overall effectiveness,2,Good
10011431,Leadership and management,2,Good
10011431,Apprenticeships,2,Good
ITS332999,Overall effectiveness,1,Outstanding
ITS332999,Leadership and management,1,Outstanding
ITS385367,Overall effectiveness,2,Good
ITS385367,Leadership and management,2,Good
10041146,Is safeguarding effective,1,Yes
10041146,Overall effectiveness,2,Good
10041146,Leadership and management,2,Good
10041146,Apprenticeships,2,Good
10054786,Is safeguarding effective,1,Yes
10054786,Overall effectiveness,2,Good
10054786,Leadership and management,2,Good
ITS399015,Overall effectiveness,1,Outstanding
ITS399015,Leadership and management,1,Outstanding
ITS354453,Overall effectiveness,2,Good
ITS354453,Leadership and management,2,Good
10054626,Is safeguarding effective,1,Yes
10054626,Overall effectiveness,3,Requires improvement
10054626,Leadership and management,3,Requires improvement
10054626,Apprenticeships,2,Good
10078090,Is safeguarding effective,1,Yes
10078090,Overall effectiveness,2,Good
10078090,Leadership and management,2,Good
10078090,Apprenticeships,2,Good
10037403,Is safeguarding effective,1,Yes
10037403,Overall effectiveness,2,Good
10037403,Leadership and management,2,Good
10037403,Apprenticeships,2,Good
ITS408452,Overall effectiveness,2,Good
ITS408452,Leadership and management,2,Good
10011564,Is safeguarding effective,1,Yes
10011564,Overall effectiveness,2,Good
10011564,Leadership and management,2,Good
10011564,Apprenticeships,2,Good
10054681,Is safeguarding effective,1,Yes
10054681,Overall effectiveness,2,Good
10054681,Leadership and management,2,Good
10054681,Apprenticeships,2,Good
10004744,Is safeguarding effective,1,Yes
10004744,Overall effectiveness,2,Good
10004744,Leadership and management,2,Good
10004744,Apprenticeships,2,Good
ITS376150,Overall effectiveness,1,Outstanding
ITS376150,Leadership and management,1,Outstanding
10022532,Is safeguarding effective,1,Yes
10022532,Overall effectiveness,2,Good
10022532,Leadership and management,2,Good
10022532,Apprenticeships,3,Requires improvement
10054627,Is safeguarding effective,1,Yes
10054627,Overall effectiveness,2,Good
10054627,Leadership and management,2,Good
10054627,Apprenticeships,2,Good
10030681,Is safeguarding effective,1,Yes
10030681,Overall effectiveness,1,Outstanding
10030681,Leadership and management,1,Outstanding
10030681,Apprenticeships,1,Outstanding
10123114,Is safeguarding effective,1,Yes
10123114,Overall effectiveness,2,Good
10123114,Quality of education,2,Good
10123114,Behaviour and attitudes,2,Good
10123114,Personal development,2,Good
10123114,Leadership and management,2,Good
10123114,Apprenticeships,2,Good
10054676,Is safeguarding effective,1,Yes
10054676,Overall effectiveness,3,Requires improvement
10054676,Leadership and management,3,Requires improvement
10054676,Apprenticeships,3,Requires improvement
10047082,Is safeguarding effective,1,Yes
10047082,Overall effectiveness,3,Requires improvement
10047082,Leadership and management,3,Requires improvement
10047082,Apprenticeships,3,Requires improvement
ITS429182,Overall effectiveness,2,Good
ITS429182,Leadership and management,2,Good
ITS429182,Apprenticeships,2,Good
ITS343646,Overall effectiveness,2,Good
ITS343646,Leadership and management,1,Outstanding
10054683,Is safeguarding effective,1,Yes
10054683,Overall effectiveness,3,Requires improvement
10054683,Leadership and management,3,Requires improvement
ITS408458,Overall effectiveness,2,Good
ITS408458,Leadership and management,2,Good
10123011,Is safeguarding effective,1,Yes
10123011,Overall effectiveness,1,Outstanding
10123011,Quality of education,1,Outstanding
10123011,Behaviour and attitudes,1,Outstanding
10123011,Personal development,1,Outstanding
10123011,Leadership and management,1,Outstanding
10123011,Apprenticeships,2,Good
10041147,Is safeguarding effective,1,Yes
10041147,Overall effectiveness,2,Good
10041147,Leadership and management,2,Good
10041147,Apprenticeships,2,Good
ITS423372,Overall effectiveness,2,Good
ITS423372,Leadership and management,1,Outstanding
10037405,Is safeguarding effective,1,Yes
10037405,Overall effectiveness,2,Good
10037405,Leadership and management,2,Good
10037405,Apprenticeships,2,Good
10041148,Is safeguarding effective,1,Yes
10041148,Overall effectiveness,3,Requires improvement
10041148,Leadership and management,2,Good
10041148,Apprenticeships,2,Good
10052117,Is safeguarding effective,1,Yes
10052117,Overall effectiveness,3,Requires improvement
10052117,Leadership and management,3,Requires improvement
10052117,Apprenticeships,2,Good
10030828,Is safeguarding effective,1,Yes
10030828,Overall effectiveness,2,Good
10030828,Leadership and management,2,Good
10030828,Apprenticeships,2,Good
ITS429167,Overall effectiveness,2,Good
ITS429167,Leadership and management,2,Good
ITS429167,Apprenticeships,3,Requires improvement
10054678,Is safeguarding effective,1,Yes
10054678,Overall effectiveness,2,Good
10054678,Leadership and management,2,Good
10054678,Apprenticeships,3,Requires improvement
10054677,Is safeguarding effective,1,Yes
10054677,Overall effectiveness,3,Requires improvement
10054677,Leadership and management,2,Good
10054677,Apprenticeships,3,Requires improvement
ITS345814,Overall effectiveness,1,Outstanding
ITS345814,Leadership and management,1,Outstanding
ITS331024,Overall effectiveness,1,Outstanding
ITS331024,Leadership and management,1,Outstanding
10054654,Is safeguarding effective,1,Yes
10054654,Overall effectiveness,3,Requires improvement
10054654,Leadership and management,3,Requires improvement
10054654,Apprenticeships,2,Good
10123100,Is safeguarding effective,1,Yes
10123100,Overall effectiveness,2,Good
10123100,Quality of education,2,Good
10123100,Behaviour and attitudes,2,Good
10123100,Personal development,2,Good
10123100,Leadership and management,2,Good
10123100,Apprenticeships,2,Good
ITS423360,Overall effectiveness,1,Outstanding
ITS423360,Leadership and management,1,Outstanding
ITS423360,Apprenticeships,2,Good
10054655,Is safeguarding effective,1,Yes
10054655,Overall effectiveness,2,Good
10054655,Leadership and management,2,Good
10054655,Apprenticeships,3,Requires improvement
ITS322406,Overall effectiveness,1,Outstanding
ITS322406,Leadership and management,1,Outstanding
ITS410604,Overall effectiveness,2,Good
ITS410604,Leadership and management,2,Good
ITS410604,Apprenticeships,2,Good
ITS333004,Overall effectiveness,1,Outstanding
ITS333004,Leadership and management,1,Outstanding
ITS333000,Overall effectiveness,1,Outstanding
ITS333000,Leadership and management,1,Outstanding
10054609,Is safeguarding effective,1,Yes
10054609,Overall effectiveness,2,Good
10054609,Leadership and management,2,Good
10022571,Is safeguarding effective,1,Yes
10022571,Overall effectiveness,2,Good
10022571,Leadership and management,2,Good
10022571,Apprenticeships,1,Outstanding
10030741,Is safeguarding effective,1,Yes
10030741,Overall effectiveness,2,Good
10030741,Leadership and management,2,Good
10030741,Apprenticeships,2,Good
ITS429285,Overall effectiveness,2,Good
ITS429285,Leadership and management,2,Good
ITS429285,Apprenticeships,3,Requires improvement
10041151,Is safeguarding effective,1,Yes
10041151,Overall effectiveness,2,Good
10041151,Leadership and management,2,Good
10041151,Apprenticeships,3,Requires improvement
10054679,Is safeguarding effective,1,Yes
10054679,Overall effectiveness,2,Good
10054679,Leadership and management,2,Good
10054679,Apprenticeships,2,Good
10054642,Is safeguarding effective,1,Yes
10054642,Overall effectiveness,2,Good
10054642,Leadership and management,2,Good
10054642,Apprenticeships,3,Requires improvement
10078372,Is safeguarding effective,1,Yes
10078372,Overall effectiveness,4,Inadequate
10078372,Leadership and management,4,Inadequate
10123110,Is safeguarding effective,1,Yes
10123110,Overall effectiveness,3,Requires improvement
10123110,Quality of education,3,Requires improvement
10123110,Behaviour and attitudes,3,Requires improvement
10123110,Personal development,3,Requires improvement
10123110,Leadership and management,3,Requires improvement
10123110,Apprenticeships,3,Requires improvement
10011442,Is safeguarding effective,1,Yes
10011442,Overall effectiveness,2,Good
10011442,Leadership and management,2,Good
10011442,Apprenticeships,2,Good
10109436,Is safeguarding effective,1,Yes
10109436,Overall effectiveness,2,Good
10109436,Quality of education,2,Good
10109436,Behaviour and attitudes,2,Good
10109436,Personal development,2,Good
10109436,Leadership and management,3,Requires improvement
10109436,Apprenticeships,4,Inadequate
10020080,Is safeguarding effective,1,Yes
10020080,Overall effectiveness,2,Good
10020080,Leadership and management,2,Good
10020080,Apprenticeships,1,Outstanding
ITS399150,Overall effectiveness,2,Good
ITS399150,Leadership and management,2,Good
10109498,Is safeguarding effective,0,No
10109498,Overall effectiveness,4,Inadequate
10109498,Quality of education,2,Good
10109498,Behaviour and attitudes,4,Inadequate
10109498,Personal development,2,Good
10109498,Leadership and management,4,Inadequate
10109498,Apprenticeships,2,Good
10078092,Is safeguarding effective,1,Yes
10078092,Overall effectiveness,2,Good
10078092,Leadership and management,1,Outstanding
10078092,Apprenticeships,1,Outstanding
10020108,Is safeguarding effective,1,Yes
10020108,Overall effectiveness,2,Good
10020108,Leadership and management,2,Good
10020108,Apprenticeships,2,Good
ITS446539,Overall effectiveness,1,Outstanding
ITS446539,Leadership and management,1,Outstanding
ITS446539,Apprenticeships,2,Good
ITS316619,Overall effectiveness,1,Outstanding
ITS316619,Leadership and management,1,Outstanding
10037406,Is safeguarding effective,1,Yes
10037406,Overall effectiveness,2,Good
10037406,Leadership and management,2,Good
10037406,Apprenticeships,2,Good
10109496,Is safeguarding effective,1,Yes
10109496,Overall effectiveness,1,Outstanding
10109496,Quality of education,1,Outstanding
10109496,Behaviour and attitudes,1,Outstanding
10109496,Personal development,1,Outstanding
10109496,Leadership and management,1,Outstanding
10109496,Apprenticeships,1,Outstanding
10090576,Is safeguarding effective,1,Yes
10090576,Overall effectiveness,3,Requires improvement
10090576,Quality of education,3,Requires improvement
10090576,Behaviour and attitudes,3,Requires improvement
10090576,Personal development,2,Good
10090576,Leadership and management,3,Requires improvement
10090576,Apprenticeships,3,Requires improvement
ITS345803,Overall effectiveness,2,Good
ITS345803,Leadership and management,2,Good
10123113,Is safeguarding effective,1,Yes
10123113,Overall effectiveness,2,Good
10123113,Quality of education,2,Good
10123113,Behaviour and attitudes,2,Good
10123113,Personal development,2,Good
10123113,Leadership and management,2,Good
10123113,Apprenticeships,3,Requires improvement
10113289,Is safeguarding effective,1,Yes
10113289,Overall effectiveness,3,Requires improvement
10113289,Quality of education,2,Good
10113289,Behaviour and attitudes,2,Good
10113289,Personal development,3,Requires improvement
10113289,Leadership and management,3,Requires improvement
10113289,Apprenticeships,2,Good
ITS354456,Overall effectiveness,2,Good
ITS354456,Leadership and management,1,Outstanding
10123025,Is safeguarding effective,1,Yes
10123025,Overall effectiveness,2,Good
10123025,Quality of education,2,Good
10123025,Behaviour and attitudes,2,Good
10123025,Personal development,2,Good
10123025,Leadership and management,2,Good
10123025,Apprenticeships,3,Requires improvement
10041327,Is safeguarding effective,1,Yes
10041327,Overall effectiveness,2,Good
10041327,Leadership and management,2,Good
10041327,Apprenticeships,2,Good
10109497,Is safeguarding effective,1,Yes
10109497,Overall effectiveness,2,Good
10109497,Quality of education,2,Good
10109497,Behaviour and attitudes,1,Outstanding
10109497,Personal development,2,Good
10109497,Leadership and management,2,Good
10109497,Apprenticeships,2,Good
10109495,Is safeguarding effective,1,Yes
10109495,Overall effectiveness,3,Requires improvement
10109495,Quality of education,3,Requires improvement
10109495,Behaviour and attitudes,3,Requires improvement
10109495,Personal development,2,Good
10109495,Leadership and management,3,Requires improvement
10109495,Apprenticeships,3,Requires improvement
10123112,Is safeguarding effective,1,Yes
10123112,Overall effectiveness,1,Outstanding
10123112,Quality of education,1,Outstanding
10123112,Behaviour and attitudes,1,Outstanding
10123112,Personal development,1,Outstanding
10123112,Leadership and management,1,Outstanding
10123112,Apprenticeships,1,Outstanding
ITS318874,Overall effectiveness,1,Outstanding
ITS318874,Leadership and management,1,Outstanding
10109471,Is safeguarding effective,1,Yes
10109471,Overall effectiveness,3,Requires improvement
10109471,Quality of education,3,Requires improvement
10109471,Behaviour and attitudes,2,Good
10109471,Personal development,2,Good
10109471,Leadership and management,3,Requires improvement
10109471,Apprenticeships,3,Requires improvement
10011446,Is safeguarding effective,1,Yes
10011446,Overall effectiveness,2,Good
10011446,Leadership and management,2,Good
ITS429252,Overall effectiveness,2,Good
ITS429252,Leadership and management,2,Good
ITS429161,Overall effectiveness,2,Good
ITS429161,Leadership and management,2,Good
ITS429161,Apprenticeships,2,Good
10022625,Is safeguarding effective,1,Yes
10022625,Overall effectiveness,1,Outstanding
10022625,Leadership and management,1,Outstanding
10038360,Is safeguarding effective,1,Yes
10038360,Overall effectiveness,2,Good
10038360,Leadership and management,2,Good
10038360,Apprenticeships,2,Good
ITS423391,Overall effectiveness,2,Good
ITS423391,Leadership and management,2,Good
ITS408447,Overall effectiveness,2,Good
ITS408447,Leadership and management,2,Good
ITS429190,Overall effectiveness,2,Good
ITS429190,Leadership and management,2,Good
10011448,Is safeguarding effective,1,Yes
10011448,Overall effectiveness,2,Good
10011448,Leadership and management,2,Good
10004790,Is safeguarding effective,1,Yes
10004790,Overall effectiveness,2,Good
10004790,Leadership and management,2,Good
10054630,Is safeguarding effective,1,Yes
10054630,Overall effectiveness,2,Good
10054630,Leadership and management,2,Good
ITS388037,Overall effectiveness,2,Good
ITS388037,Leadership and management,2,Good
10046789,Is safeguarding effective,1,Yes
10046789,Overall effectiveness,1,Outstanding
10046789,Leadership and management,1,Outstanding
ITS423398,Overall effectiveness,2,Good
ITS423398,Leadership and management,2,Good
ITS429279,Overall effectiveness,2,Good
ITS429279,Leadership and management,2,Good
10039502,Is safeguarding effective,1,Yes
10039502,Overall effectiveness,3,Requires improvement
10039502,Leadership and management,3,Requires improvement
ITS408446,Overall effectiveness,2,Good
ITS408446,Leadership and management,2,Good
10109927,Is safeguarding effective,0,No
10109927,Overall effectiveness,4,Inadequate
10109927,Leadership and management,4,Inadequate
ITS429193,Overall effectiveness,2,Good
ITS429193,Leadership and management,2,Good
10123108,Is safeguarding effective,1,Yes
10123108,Overall effectiveness,3,Requires improvement
10123108,Quality of education,3,Requires improvement
10123108,Behaviour and attitudes,2,Good
10123108,Personal development,3,Requires improvement
10123108,Leadership and management,3,Requires improvement
10090620,Is safeguarding effective,1,Yes
10090620,Overall effectiveness,2,Good
10090620,Leadership and management,2,Good
10041326,Is safeguarding effective,1,Yes
10041326,Overall effectiveness,1,Outstanding
10041326,Leadership and management,1,Outstanding
10054632,Is safeguarding effective,1,Yes
10054632,Overall effectiveness,2,Good
10054632,Leadership and management,2,Good
10109415,Is safeguarding effective,1,Yes
10109415,Overall effectiveness,1,Outstanding
10109415,Quality of education,1,Outstanding
10109415,Behaviour and attitudes,1,Outstanding
10109415,Personal development,1,Outstanding
10109415,Leadership and management,1,Outstanding
10109415,Apprenticeships,2,Good
10041155,Is safeguarding effective,1,Yes
10041155,Overall effectiveness,2,Good
10041155,Leadership and management,2,Good
10041091,Is safeguarding effective,1,Yes
10041091,Overall effectiveness,3,Requires improvement
10041091,Leadership and management,3,Requires improvement
ITS429097,Overall effectiveness,2,Good
ITS429097,Leadership and management,2,Good
ITS365906,Overall effectiveness,2,Good
ITS365906,Leadership and management,2,Good
ITS429194,Overall effectiveness,2,Good
ITS429194,Leadership and management,2,Good
ITS423402,Overall effectiveness,2,Good
ITS423402,Leadership and management,2,Good
10089282,Is safeguarding effective,1,Yes
10089282,Overall effectiveness,3,Requires improvement
10089282,Leadership and management,3,Requires improvement
10109427,Is safeguarding effective,1,Yes
10109427,Overall effectiveness,2,Good
10109427,Quality of education,2,Good
10109427,Behaviour and attitudes,1,Outstanding
10109427,Personal development,2,Good
10109427,Leadership and management,2,Good
10011454,Is safeguarding effective,1,Yes
10011454,Overall effectiveness,2,Good
10011454,Leadership and management,2,Good
10022598,Is safeguarding effective,1,Yes
10022598,Overall effectiveness,2,Good
10022598,Leadership and management,2,Good
10037408,Is safeguarding effective,1,Yes
10037408,Overall effectiveness,2,Good
10037408,Leadership and management,2,Good
10054636,Is safeguarding effective,1,Yes
10054636,Overall effectiveness,2,Good
10054636,Leadership and management,2,Good
10109486,Is safeguarding effective,1,Yes
10109486,Overall effectiveness,2,Good
10109486,Quality of education,2,Good
10109486,Behaviour and attitudes,2,Good
10109486,Personal development,2,Good
10109486,Leadership and management,2,Good
10011568,Is safeguarding effective,1,Yes
10011568,Overall effectiveness,2,Good
10011568,Leadership and management,2,Good
10054634,Is safeguarding effective,1,Yes
10054634,Overall effectiveness,3,Requires improvement
10054634,Leadership and management,3,Requires improvement
10011456,Is safeguarding effective,1,Yes
10011456,Overall effectiveness,2,Good
10011456,Leadership and management,2,Good
ITS447349,Overall effectiveness,2,Good
ITS447349,Leadership and management,2,Good
ITS447349,Apprenticeships,2,Good
10021343,Is safeguarding effective,1,Yes
10021343,Overall effectiveness,1,Outstanding
10021343,Leadership and management,1,Outstanding
10054635,Is safeguarding effective,1,Yes
10054635,Overall effectiveness,2,Good
10054635,Leadership and management,2,Good
ITS447351,Overall effectiveness,2,Good
ITS447351,Leadership and management,2,Good
10123117,Is safeguarding effective,1,Yes
10123117,Overall effectiveness,2,Good
10123117,Quality of education,2,Good
10123117,Behaviour and attitudes,2,Good
10123117,Personal development,2,Good
10123117,Leadership and management,2,Good
10022586,Is safeguarding effective,1,Yes
10022586,Overall effectiveness,2,Good
10022586,Leadership and management,2,Good
10011457,Is safeguarding effective,1,Yes
10011457,Overall effectiveness,1,Outstanding
10011457,Leadership and management,1,Outstanding
10004810,Is safeguarding effective,1,Yes
10004810,Overall effectiveness,2,Good
10004810,Leadership and management,2,Good
10004810,Apprenticeships,2,Good
10041156,Is safeguarding effective,1,Yes
10041156,Overall effectiveness,3,Requires improvement
10041156,Leadership and management,3,Requires improvement
10037421,Is safeguarding effective,1,Yes
10037421,Overall effectiveness,2,Good
10037421,Leadership and management,2,Good
10037421,Apprenticeships,2,Good
10078094,Is safeguarding effective,1,Yes
10078094,Overall effectiveness,2,Good
10078094,Leadership and management,2,Good
10078094,Apprenticeships,2,Good
10039579,Is safeguarding effective,1,Yes
10039579,Overall effectiveness,1,Outstanding
10039579,Leadership and management,1,Outstanding
ITS429185,Overall effectiveness,2,Good
ITS429185,Leadership and management,2,Good
10080861,Is safeguarding effective,1,Yes
10080861,Overall effectiveness,2,Good
10080861,Leadership and management,2,Good
10080861,Apprenticeships,2,Good
ITS399006,Overall effectiveness,2,Good
ITS399006,Leadership and management,2,Good
ITS429189,Overall effectiveness,2,Good
ITS429189,Leadership and management,2,Good
10078097,Is safeguarding effective,1,Yes
10078097,Overall effectiveness,2,Good
10078097,Leadership and management,2,Good
10078097,Apprenticeships,2,Good
10078099,Is safeguarding effective,1,Yes
10078099,Overall effectiveness,2,Good
10078099,Leadership and management,2,Good
10078099,Apprenticeships,2,Good
10081788,Is safeguarding effective,1,Yes
10081788,Overall effectiveness,2,Good
10081788,Leadership and management,2,Good
10081788,Apprenticeships,2,Good
10054615,Is safeguarding effective,1,Yes
10054615,Overall effectiveness,2,Good
10054615,Leadership and management,2,Good
10054615,Apprenticeships,2,Good
ITS376156,Overall effectiveness,2,Good
ITS376156,Leadership and management,2,Good
ITS410058,Overall effectiveness,2,Good
ITS410058,Leadership and management,3,Requires improvement
ITS446542,Overall effectiveness,1,Outstanding
ITS446542,Leadership and management,1,Outstanding
ITS408444,Overall effectiveness,2,Good
ITS408444,Leadership and management,3,Requires improvement
ITS399138,Overall effectiveness,2,Good
ITS399138,Leadership and management,3,Requires improvement
ITS429187,Overall effectiveness,2,Good
ITS429187,Leadership and management,2,Good
ITS429187,Apprenticeships,2,Good
10041542,Is safeguarding effective,1,Yes
10041542,Overall effectiveness,1,Outstanding
10041542,Leadership and management,1,Outstanding
10041542,Apprenticeships,2,Good
10078101,Is safeguarding effective,1,Yes
10078101,Overall effectiveness,2,Good
10078101,Leadership and management,2,Good
10078101,Apprenticeships,2,Good
10078102,Is safeguarding effective,1,Yes
10078102,Overall effectiveness,2,Good
10078102,Leadership and management,2,Good
10078102,Apprenticeships,2,Good
ITS429250,Overall effectiveness,2,Good
ITS429250,Leadership and management,2,Good
ITS399161,Overall effectiveness,2,Good
ITS399161,Leadership and management,2,Good
10078107,Is safeguarding effective,1,Yes
10078107,Overall effectiveness,2,Good
10078107,Leadership and management,2,Good
10078107,Apprenticeships,2,Good
10078108,Is safeguarding effective,1,Yes
10078108,Overall effectiveness,3,Requires improvement
10078108,Leadership and management,3,Requires improvement
10078108,Apprenticeships,3,Requires improvement
10078109,Is safeguarding effective,1,Yes
10078109,Overall effectiveness,2,Good
10078109,Leadership and management,2,Good
10078109,Apprenticeships,2,Good
10078110,Is safeguarding effective,1,Yes
10078110,Overall effectiveness,2,Good
10078110,Leadership and management,2,Good
10078110,Apprenticeships,2,Good
10078111,Is safeguarding effective,1,Yes
10078111,Overall effectiveness,2,Good
10078111,Leadership and management,2,Good
10078111,Apprenticeships,2,Good
10054684,Is safeguarding effective,1,Yes
10054684,Overall effectiveness,2,Good
10054684,Leadership and management,2,Good
10054684,Apprenticeships,2,Good
10078112,Is safeguarding effective,1,Yes
10078112,Overall effectiveness,2,Good
10078112,Leadership and management,2,Good
10078112,Apprenticeships,2,Good
10092143,Is safeguarding effective,1,Yes
10092143,Overall effectiveness,3,Requires improvement
10092143,Leadership and management,3,Requires improvement
10092143,Apprenticeships,3,Requires improvement
10078114,Is safeguarding effective,1,Yes
10078114,Overall effectiveness,1,Outstanding
10078114,Leadership and management,1,Outstanding
10078114,Apprenticeships,1,Outstanding
10022558,Is safeguarding effective,1,Yes
10022558,Overall effectiveness,1,Outstanding
10022558,Leadership and management,1,Outstanding
10090577,Is safeguarding effective,1,Yes
10090577,Overall effectiveness,2,Good
10090577,Leadership and management,2,Good
10090577,Apprenticeships,2,Good
ITS423405,Overall effectiveness,2,Good
ITS423405,Leadership and management,2,Good
10078116,Is safeguarding effective,1,Yes
10078116,Overall effectiveness,2,Good
10078116,Leadership and management,2,Good
10078116,Apprenticeships,2,Good
10078117,Is safeguarding effective,1,Yes
10078117,Overall effectiveness,2,Good
10078117,Leadership and management,2,Good
10046795,Is safeguarding effective,1,Yes
10046795,Overall effectiveness,3,Requires improvement
10046795,Leadership and management,3,Requires improvement
10046795,Apprenticeships,3,Requires improvement
10041157,Is safeguarding effective,1,Yes
10041157,Overall effectiveness,2,Good
10041157,Leadership and management,2,Good
10041157,Apprenticeships,2,Good
10022552,Is safeguarding effective,1,Yes
10022552,Overall effectiveness,1,Outstanding
10022552,Leadership and management,1,Outstanding
10109483,Is safeguarding effective,1,Yes
10109483,Overall effectiveness,2,Good
10109483,Quality of education,2,Good
10109483,Behaviour and attitudes,2,Good
10109483,Personal development,2,Good
10109483,Leadership and management,2,Good
10030787,Is safeguarding effective,1,Yes
10030787,Overall effectiveness,2,Good
10030787,Leadership and management,2,Good
ITS452493,Overall effectiveness,2,Good
ITS452493,Leadership and management,1,Outstanding
ITS452493,Apprenticeships,2,Good
10004819,Is safeguarding effective,1,Yes
10004819,Overall effectiveness,2,Good
10004819,Leadership and management,2,Good
ITS451325,Overall effectiveness,2,Good
ITS451325,Leadership and management,2,Good
10021853,Is safeguarding effective,1,Yes
10021853,Overall effectiveness,2,Good
10021853,Leadership and management,2,Good
10109477,Is safeguarding effective,1,Yes
10109477,Overall effectiveness,2,Good
10109477,Quality of education,2,Good
10109477,Behaviour and attitudes,2,Good
10109477,Personal development,2,Good
10109477,Leadership and management,2,Good
10123016,Is safeguarding effective,1,Yes
10123016,Overall effectiveness,3,Requires improvement
10123016,Quality of education,3,Requires improvement
10123016,Behaviour and attitudes,3,Requires improvement
10123016,Personal development,2,Good
10123016,Leadership and management,2,Good
10041158,Is safeguarding effective,1,Yes
10041158,Overall effectiveness,3,Requires improvement
10041158,Leadership and management,3,Requires improvement
10044794,Is safeguarding effective,1,Yes
10044794,Overall effectiveness,2,Good
10044794,Leadership and management,2,Good
10022600,Is safeguarding effective,1,Yes
10022600,Overall effectiveness,2,Good
